1325,46120.63432612,34.808025906505655,0.7633188980029025,0.0005760897343418,51196427.0,0.0,1149,47235.81024126085,41.11036574522267,0.5598245207892737,0.0004872276073013,25292206.0,0.0,0
1,1999.99958,1999.99958,0.000105,0.000105,0.0,0.0,15,3469.2,231.28,0.017665212504576,0.0011776808336384,18379093.0,1647.0,0
4222,40848092.205196366,9675.05736740795,4.302750210710702,0.0010191260565397,55343434.0,5955.0,5778,15176580.293360109,2626.6147963586204,2.537197550829151,0.0004391134563567,54232203.0,3489.0,0
1,999.99892246,999.99892246,0.000463550567634,0.000463550567634,0.0,0.0,1,1000.0,1000.0,0.000441,0.000441,0.0,0.0,0
1,899.9895105404048,899.9895105404048,0.000462000028077,0.000462000028077,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,3,2000.0,666.6666666666666,0.0025733069530007,0.0008577689843335,573125.0,240287.0,0
9,4746.956943349843,527.4396603722048,0.0046779108222445,0.0005197678691382,36123959.0,33.0,99,12764.974095526137,128.9391322780418,0.045339002667315,0.0004579697239122,36971090.0,0.0,0
1,592.37353273,592.37353273,0.00042,0.00042,0.0,0.0,2,28.78331,14.391655,0.00610279882527,0.003051399412635,22374351.0,22374351.0,0
2,2159.992432249433,1079.9962161247165,0.000861,0.0004305,4163849.0,4163849.0,6,3046.01,507.66833333333335,0.002646,0.000441,4157426.0,2092.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,21,635.3396321220001,30.25426819628572,0.016599543902592,0.000790454471552,30858734.0,251.0,0
2,2764.948929,1382.4744645,0.001021690301856,0.000510845150928,532257.0,532257.0,1,155.0,155.0,0.00042,0.00042,0.0,0.0,0
13,896.1572,68.93516923076923,0.015770305312198,0.0012131004086306,32149699.0,157.0,2,478.9976,239.4988,0.001126158574401,0.0005630792872005,1671687.0,1671687.0,0
1138,5466.806212323712,4.803871891321364,0.7028341906225852,0.0006176047369267,864814.0,0.0,11,5467.509046514345,497.0462769558495,0.007236064592463,0.0006578240538602,85921.0,9287.0,0
4,7588.097022151971,1897.0242555379928,0.0017241,0.000431025,7821663.0,407893.0,16,8042.19912,502.637445,0.0045675,0.00028546875,39506726.0,67.0,0
6,375.711,62.61849999999999,0.002415,0.0004025,4478925.0,145.0,1,339.8,339.8,0.000463550567634,0.000463550567634,0.0,0.0,0
14,13335.151586856451,952.5108276326037,0.007173187346052,0.000512370524718,1410433.0,212.0,36,8335.158760043796,231.53218777899437,0.0284411779986599,0.0007900327221849,900282.0,0.0,0
1,299.99892246,299.99892246,0.000463550567634,0.000463550567634,0.0,0.0,11,871.0,79.18181818181819,0.004515,0.0004104545454545,7503090.0,476.0,0
1,299.99392246,299.99392246,0.000462000028077,0.000462000028077,0.0,0.0,1,300.0,300.0,0.000441,0.000441,0.0,0.0,0
1,299.98489658,299.98489658,0.000462000028077,0.000462000028077,0.0,0.0,1,35.32443466,35.32443466,0.00105,0.00105,0.0,0.0,0
1,2999.994559,2999.994559,0.000441,0.000441,0.0,0.0,3,3366.416,1122.1386666666665,0.001614333212121,0.000538111070707,43913482.0,748323.0,0
1,269.99216449,269.99216449,0.00042,0.00042,0.0,0.0,3,2249.9986770000005,749.9995590000002,0.001323,0.000441,13286.0,8248.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
