ted0,ted1,eth0,eth1,label
-7.596179008,8.942882538,-0.407982409,0.266441911,1
5.014327049,-7.270221233,-0.753223121,0.609722257,0
2.347451448,-4.045369625,1.47208643,-1.120271921,0
-4.389240742,11.30109215,4.677619934,-3.594722509,1
12.01570225,-8.238706589,-0.004765545,0.232679188,0
3.029997587,-5.671181202,9.624528885,-8.97551918,0
3.146905661,-6.875302792,2.022590399,-1.808607459,0
-6.831432343,3.002651453,8.773365021,-9.446817398,1
4.924964428,-7.921150208,-0.591141462,0.566394091,0
-12.48664188,12.39395142,4.798324108,-4.323915958,1
8.620663643,-13.69951534,0.603894472,-0.35971579,0
11.01381969,-9.167800903,11.82292461,-11.32916355,0
1.701029897,-5.224276066,-0.350102305,0.13136597,0
3.826291323,-5.335613728,0.294978768,-0.304356843,0
9.217694283,-10.12950325,-0.408609182,0.303112239,0
2.322833061,-2.343669176,-1.062236071,0.680415392,0
-8.939008713,9.005720139,-0.350532532,-0.005834647,1
-16.78528786,13.99779034,-0.844084203,0.571609318,1
-11.57272053,14.62871552,0.96001184,-1.003279924,1
6.618113518,-8.882951736,-0.353390366,0.197725058,0
14.02288246,0.617864549,1.3893435,-1.623221993,0
8.480162621,-8.737353325,-1.111830235,0.696272194,0
3.845296144,-6.535325527,8.409345627,-7.385420322,0
4.452984333,-9.981362343,6.40207386,-6.392311573,0
-2.575137615,1.750874639,4.065039158,-5.429894447,1
3.447999477,-6.760753155,-0.912307918,0.321601868,0
-4.252325535,8.096001625,4.453444481,-4.948834419,1
4.655870914,-8.841346741,-0.045245249,0.10869699,0
2.28291297,-4.456293106,-0.759129703,0.237396389,0
5.694548607,-6.667500019,8.601186752,-8.104264259,0
5.908641338,-3.172329664,-0.496716052,0.5186041,0
-8.855603218,6.152420521,0.535526097,-0.578459084,1
5.419660091,-5.819551945,-0.316969633,0.279736459,0
4.855196476,-4.435821056,6.44457674,-6.41322279,0
6.024424076,-7.102847099,-0.123312972,0.09970244,0
-5.544569016,8.270340919,3.670570135,-3.136683702,1
2.651130676,-6.875113487,-0.821080863,0.426304072,0
4.407252789,-7.53494072,1.232554436,-1.249591112,0
-11.87886143,7.027234077,0.059192888,0.022284463,1
-5.365202427,8.447613716,-0.359735161,0.278190672,1
3.291610479,-7.294106007,-0.675098598,0.59837836,0
8.1516819,-11.20018673,8.374638557,-8.208477974,0
4.810657501,-5.29110384,3.209968805,-2.791960716,0
-3.3296628,-0.323269457,-0.039444368,-0.209612489,1
0.134161904,-0.012920815,-0.796749055,0.531212986,1
-4.504356384,0.042576712,-0.640605986,0.580755949,1
-14.30549049,13.94912434,-0.087652676,0.135939687,1
3.990307093,-5.613627434,-0.708666742,0.36838007,0
-2.603317022,1.768640757,7.761696339,-7.628684521,1
-2.603317022,1.768640757,-0.445289493,0.248486474,1
5.189144611,-8.072265625,-0.832637012,0.651427925,0
2.292732716,-1.63436079,-0.587367833,0.418556631,1
1.459877014,-2.126571178,-0.93337357,0.537814021,0
