ted0,ted1,eth0,eth1,label
0.833542943,-2.368414164,0.907451212,-0.569891155,0
2.993094206,-5.336331367,-1.566969872,1.989476323,0
-4.928952217,7.822458744,-0.816036344,0.889424205,1
-4.014585972,3.931324244,1.170080662,-0.724921703,1
7.882060051,-14.2713604,1.497593164,-0.672192097,0
2.516360044,-4.727543354,1.389685035,-0.822468758,0
9.006422043,-3.123087168,-2.240727901,1.452786207,0
-8.926003456,7.932334423,2.077115297,-1.40052247,1
11.53460979,-19.42438126,-0.088241577,0.321841329,0
-10.78309155,9.40240097,-5.047489166,5.307999611,1
-9.168226242,10.16620922,0.655698657,-0.426224709,1
-2.894748688,3.658742666,-1.222367644,1.405599713,1
-9.498399734,8.54255867,-1.914160371,2.442979097,1
-23.09699631,12.98922634,-0.443528682,0.785431206,1
-29.2946682,28.97181892,3.306004047,-1.596409559,1
9.180422783,-8.819493294,0.722386718,-0.318041325,0
-0.614834964,0.428744316,-1.554617882,1.567031622,1
-8.333148956,6.088365555,1.181084991,-0.881051123,1
1.931932092,-5.527601242,3.559107542,-1.096772909,0
1.733548164,-3.123619795,-4.691953182,4.817966461,0
-11.97500134,9.470164299,1.144165993,-0.889595866,1
-0.118592188,0.052877426,1.009964466,-0.635606945,1
2.128185034,-4.376370907,0.956893921,-0.976142108,0
9.811954498,-3.862231255,-2.441961288,1.638350368,0
-4.781367302,5.148155689,2.631396532,-0.889409423,1
7.386012077,-7.574795723,2.137806892,-1.499025822,0
7.722060204,-6.804894924,-0.520590842,0.704658687,0
-7.223833084,8.447727203,-0.935990095,0.987084925,1
-11.32239437,8.408845901,1.21911788,-0.919734836,1
4.602397442,-5.231962681,-2.64179039,2.955840588,0
-4.857679367,7.064389706,0.284923792,-0.14838089,1
-7.737940788,6.739886761,-3.148938656,2.660968065,1
-7.707410812,7.390935421,1.648985147,-1.038537502,1
-7.37582922,5.991028786,2.507428646,-1.431575179,1
2.36200428,-3.022441149,-1.886163831,2.134766817,0
-11.98284245,10.44308376,-0.682845473,0.78810668,1
-12.86543179,12.05169868,-2.458099842,1.875248909,1
-13.68180275,10.98863792,1.320310593,-0.967642188,1
8.418063164,-20.03829956,1.127176166,-0.839389682,0
5.092776775,-4.395100117,1.376304865,-0.888375103,0
3.410027266,-0.512411058,0.968533039,-0.850519419,0
6.541218281,-9.281744003,-2.845180511,2.764149189,0
-8.685258865,6.753595352,0.749495387,-0.601996243,1
-10.41846752,9.893280029,-1.836617708,2.21305275,1
-11.75317574,10.67180729,-1.3418293,1.692072034,1
-10.31822777,9.567875862,3.862228394,-2.317370653,1
2.501641512,-4.527472496,1.245880723,-0.877705932,0
-9.910975456,8.602679253,2.571214199,-1.001299858,1
8.630144119,-10.84191036,2.937169313,-1.39858079,0
2.271004438,-3.460721254,1.374951482,-0.721999407,0
6.821278572,-7.797044754,0.762519002,-0.462278277,0
2.652104855,-6.99152422,1.276147842,-0.700761735,0
-5.469973564,7.478444099,0.330441505,-0.290028453,1
-0.116719216,0.047941629,-0.751069844,1.113288164,1
-11.1531496,8.398591995,-0.678457022,0.666664541,1
-9.498524666,7.813790321,0.091960303,0.093172297,1
4.346972466,-3.548661232,-1.209161043,0.999489844,0
-7.033830166,6.869074345,-0.582742512,0.992335379,1
-16.5390377,12.36664963,0.211731881,0.108845815,1
-3.145472288,5.366437912,1.138684392,-0.875230014,1
6.989956856,-5.160743713,0.932895899,-0.740495145,0
7.338664055,-9.089762688,-0.135773078,0.449985683,0
-9.488638878,8.828566551,-3.466555357,4.307403564,1
-9.527076721,10.38778496,1.11750257,-0.603567064,1
-11.37139225,12.34795284,-3.175235987,2.846568823,1
-7.251554012,7.490830898,0.503481686,-0.23433882,1
2.655314922,-2.408861637,2.144694328,-1.220753551,0
3.77539134,-4.914741039,1.556683779,-1.130552053,0
2.807729721,-7.304580212,0.904920876,-0.489487588,0
-10.37412357,9.092223167,0.551113427,-0.07862027,1
-2.818065405,4.919242859,-1.018307924,1.342626214,1
-6.349942684,6.118375301,-0.03023972,0.601469874,1
-10.74576092,10.80130768,-6.812501907,5.942353725,1
-8.629601479,10.02507401,2.764986753,-1.684794545,1
4.065951347,-5.738023758,2.004740953,-1.076957345,0
7.131158352,-5.14035511,-3.25758791,2.505763769,0
-5.240906239,6.510381699,2.395932913,-2.202923536,1
10.33717632,-9.848431587,1.695061922,-0.9037866,0
3.746334314,-4.730114937,3.251374483,-2.592869043,0
2.034613132,-5.117450714,0.753229797,-0.295680285,0
-8.452528954,10.78230762,0.811700761,-0.683543205,1
-0.130146801,0.073555194,-2.358351946,2.452413321,0
-0.130146801,0.073555194,1.420971632,-0.888452888,1
9.351180077,-7.995962143,1.160684586,-0.809714019,0
5.063982487,-6.81684494,-0.973254263,1.360291481,0
-9.562610626,8.844232559,0.915900111,-0.82136029,1
4.242459774,-4.225430965,-0.351702422,0.719733655,0
-11.56271839,15.65176392,0.785090268,-0.311111152,1
3.829651594,-7.391989708,1.578551292,-1.143924117,0
6.496542454,-2.391295671,0.226748928,0.049110558,0
-9.580420494,7.969830513,-2.540636301,3.190312147,1
-7.676890373,7.733502865,-3.464699507,3.199674606,1
-6.298540115,5.822471619,-1.374755502,1.463566184,1
-9.60774231,7.943154335,0.777810633,-0.409217924,1
4.688810349,-7.884865761,1.123607635,-0.721641183,0
3.866456509,-3.697615385,0.753181398,-0.579502285,0
-19.92750549,20.14677238,0.378431022,-0.140497178,1
-8.716098785,9.356336594,-0.6525473,1.027502537,1
-18.75698471,17.71626663,-1.855894804,2.278538704,1
-7.271912575,12.38980007,0.87292099,-0.584457815,1
-11.29297829,11.48911762,1.157551169,-0.587122619,1
-9.887522697,10.76873493,1.019734502,-0.728081703,1
-9.059671402,10.61812019,1.02023387,-0.733944774,1
8.231241226,-6.526998043,-0.063916937,0.331063151,0
-12.06175709,11.73273754,-0.366071135,0.64204067,1
-9.013999939,9.581716537,2.747875929,-1.357012868,1
4.849168777,-3.122196913,0.864147663,-0.462388635,0
4.991443157,-1.630482197,-2.048966169,2.012044191,0
-7.905333519,7.401992321,0.442504138,-0.162605956,1
2.375952244,-6.137549877,-0.151987165,0.207097679,0
-9.355935097,9.101818085,0.124351017,0.134697393,1
-14.20461178,15.95348549,0.991701901,-0.768377364,1
3.67318821,-8.969182968,0.664039671,-0.288408637,0
-10.3373003,8.680710793,-2.120757103,2.406626701,1
-0.136301458,0.085122652,1.254152298,-0.948641658,1
4.984624386,-3.193665981,1.764473081,-1.271032095,0
1.761883259,-4.270994663,0.066011459,0.248867065,0
-0.136301458,0.085122652,-0.585175335,1.025918722,1
-11.32511711,10.01334,0.017294534,0.14246285,1
4.114628792,-2.928122282,-0.143606067,0.387325257,0
-15.0603714,17.91653442,1.211320758,-0.696069956,1
6.654265881,-10.82124043,2.102972746,-1.469093561,0
3.772498608,-4.163671494,-1.938410759,1.601787686,0
-8.359230995,11.80251694,1.104271173,-0.759034574,1
3.984095335,-5.646828175,1.447561979,-0.687067926,0
2.662204027,-1.873360991,3.413535357,-0.80403924,0
3.682106256,-3.965609789,2.8699615,-1.592018127,0
2.056161642,-1.421010494,-0.284056395,0.651287556,0
5.10403204,-10.19791794,-0.764735341,1.00378263,0
-11.98935318,12.29922295,0.976854205,-0.868621469,1
1.65918529,-4.786064625,5.596665859,-2.088519812,0
1.757804513,-3.509033918,3.244210958,-1.960173368,0
5.941959858,-6.230416298,-3.855579853,3.972459793,0
-9.268234253,10.39994335,0.908217788,-0.80622822,1
8.602614403,-6.441487789,1,0,0
-6.386454105,5.97576952,0,1,1
3.015428305,-8.729824066,1,0,0
-15.02444839,13.4718647,1,0,1
-12.11212254,8.620972633,0,1,1
0,1,1,0,0
0,1,1,0,1
0,1,1,0,1
1,0,0,1,1
0,1,0,1,0
1,0,1,0,0
1,0,0,1,1
0,1,1,0,0
1,0,1,0,1
1,0,0,1,1
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,1,0,1
0,1,0,1,1
0,1,0,1,0
1,0,1,0,1
0,1,0,1,1
1,0,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
1,0,0,1,0
1,0,1,0,0
1,0,0,1,1
0,1,1,0,0
1,0,1,0,1
1,0,0,1,1
1,0,0,1,0
1,0,0,1,0
0,1,0,1,0
0,1,1,0,0
0,1,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,1,0,0
1,0,0,1,1
1,0,1,0,0
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
0,1,0,1,1
0,1,1,0,0
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,0,1,0
0,1,0,1,0
0,1,1,0,0
1,0,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,1,0,0
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,1,0,1
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,0,1,1
1,0,0,1,0
0,1,1,0,0
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,1,0,1
1,0,1,0,1
1,0,0,1,1
1,0,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,1,0,1
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,1,0,1
1,0,1,0,1
1,0,1,0,1
1,0,1,0,1
1,0,0,1,1
1,0,1,0,1
1,0,1,0,1
1,0,0,1,1
0,1,1,0,0
1,0,0,1,0
0,1,0,1,0
1,0,0,1,0
1,0,0,1,1
1,0,1,0,1
0,1,0,1,0
1,0,0,1,1
0,1,1,0,0
0,1,0,1,0
1,0,0,1,1
0,1,0,1,0
1,0,0,1,0
0,1,0,1,0
1,0,1,0,1
1,0,1,0,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
1,0,0,1,0
1,0,1,0,1
0,1,0,1,0
0,1,0,1,0
1,0,1,0,1
0,1,1,0,0
0,1,0,1,1
0,1,0,1,0
1,0,1,0,1
0,1,1,0,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,1
1,0,1,0,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
1,0,1,0,1
1,0,1,0,1
1,0,1,0,1
0,1,1,0,1
0,1,0,1,0
1,0,1,0,1
0,1,1,0,1
1,0,1,0,1
1,0,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
1,0,0,1,0
1,0,0,1,0
0,1,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
1,0,0,1,1
0,1,0,1,0
1,0,1,0,1
1,0,0,1,0
0,1,0,1,0
0,1,0,1,0
0,1,1,0,0
0,1,0,1,0
0,1,0,1,0
1,0,1,0,1
0,1,0,1,0
1,0,1,0,1
1,0,1,0,1
1,0,0,1,1
0,1,0,1,0
0,1,1,0,0
1,0,1,0,1
1,0,1,0,1
0,1,1,0,0
1,0,1,0,1
0,1,0,1,0
1,0,0,1,1
1,0,1,0,1
1,0,1,0,1
0,1,0,1,0
1,0,1,0,1
0,1,0,1,0
0,1,0,1,0
1,0,0,1,1
1,0,1,0,1
1,0,0,1,1
0,1,1,0,1
1,0,1,0,1
0,1,0,1,0
1,0,0,1,0
0,1,0,1,0
1,0,0,1,0
0,1,0,1,0
1,0,0,1,1
0,1,0,1,0
1,0,1,0,1
1,0,0,1,0
